,0,1,2
236,96,164,0
237,96,198,0
238,96,305,0
239,97,144,0
240,97,176,0
241,97,183,0
242,97,200,0
243,97,221,0
244,98,133,0
245,98,167,0
246,98,191,0
247,98,203,0
248,98,221,0
249,99,132,0
250,99,168,0
251,99,190,0
252,99,215,0
253,99,304,0
254,100,144,0
255,100,179,0
256,100,197,0
257,100,218,0
258,100,306,0
259,101,138,0
260,101,168,0
261,101,182,0
262,101,197,0
263,101,215,0
264,101,304,0
265,102,139,0
266,102,177,0
267,102,191,0
268,102,202,0
269,102,221,0
270,102,304,0
271,103,138,0
272,103,171,0
273,103,188,0
274,103,201,0
275,103,219,0
276,103,246,0
277,104,142,0
278,104,178,0
279,104,192,0
280,104,203,0
281,104,221,0
282,105,124,0
283,105,141,0
284,105,171,0
285,105,184,0
286,105,201,0
287,105,218,0
288,106,124,0
289,106,163,0
290,106,181,0
291,106,193,0
292,106,204,0
293,106,218,0
294,107,131,0
295,107,145,0
296,107,180,0
297,107,194,0
298,107,209,0
299,107,243,0
300,108,139,0
301,108,167,0
302,108,185,0
303,108,196,0
304,108,207,0
305,108,218,0
306,109,124,0
307,109,140,0
308,109,165,0
309,109,187,0
310,109,202,0
311,109,213,0
312,109,243,0
313,109,306,0
314,109,311,0
315,110,130,0
316,110,145,0
317,110,170,0
318,110,195,0
319,110,213,0
320,110,243,0
321,110,316,0
322,111,122,0
323,111,139,0
324,111,161,0
325,111,185,0
326,111,204,0
327,111,220,0
328,111,292,0
329,111,305,0
330,111,310,0
331,111,321,0
332,112,133,0
333,112,144,0
334,112,164,0
335,112,185,0
336,112,203,0
337,112,217,0
338,112,276,0
339,112,298,0
340,112,318,0
341,112,326,0
342,113,133,0
343,113,142,0
344,113,167,0
345,113,186,0
346,113,199,0
347,113,215,0
348,113,235,0
349,113,292,0
350,113,321,0
351,113,329,0
352,114,144,0
353,114,167,0
354,114,180,0
355,114,199,0
356,114,215,0
357,114,230,0
358,114,276,0
359,114,295,0
360,114,326,0
361,115,120,0
362,115,130,0
363,115,141,0
364,115,172,0
365,115,188,0
366,115,204,0
367,115,218,0
368,115,229,0
369,115,280,0
370,115,292,0
371,115,305,0
372,115,332,0
373,116,137,0
374,116,165,0
375,116,183,0
376,116,211,0
377,116,221,0
378,116,240,0
379,116,284,0
380,116,297,0
381,116,331,0
382,117,129,0
383,117,143,0
384,117,172,0
385,117,187,0
386,117,213,0
387,117,231,0
388,117,281,0
389,117,287,0
390,117,303,0
391,117,333,0
392,118,121,0
393,118,136,0
394,118,152,0
395,118,173,0
396,118,192,0
397,118,214,0
398,118,222,0
399,118,240,0
400,118,288,0
401,118,301,0
402,118,339,0
403,119,133,0
404,119,151,0
405,119,179,0
406,119,192,0
407,119,218,0
408,119,239,0
409,119,288,0
410,119,305,0
411,120,120,0
412,120,140,0
413,120,152,0
414,120,169,0
415,120,191,0
416,120,206,0
417,120,222,0
418,120,241,0
419,120,289,0
420,120,339,0
421,121,120,0
422,121,141,0
423,121,152,0
424,121,168,0
425,121,183,0
426,121,205,0
427,121,219,0
428,121,234,0
429,121,305,0
430,122,121,0
431,122,142,0
432,122,166,0
433,122,183,0
434,122,205,0
435,122,219,0
436,122,235,0
437,122,285,0
438,122,292,0
439,122,308,0
440,123,130,0
441,123,146,0
442,123,171,0
443,123,181,0
444,123,192,0
445,123,206,0
446,123,224,0
447,123,286,0
448,123,344,0
449,124,131,0
450,124,152,0
451,124,172,0
452,124,183,0
453,124,194,0
454,124,209,0
455,124,232,0
456,124,286,0
457,125,118,0
458,125,133,0
459,125,144,0
460,125,163,0
461,125,175,0
462,125,197,0
463,125,203,0
464,125,232,0
465,125,242,0
466,125,295,0
467,126,118,0
468,126,142,0
469,126,161,0
470,126,196,0
471,126,221,0
472,126,236,0
473,126,287,0
474,126,296,0
475,126,306,0
476,127,120,0
477,127,134,0
478,127,148,0
479,127,196,0
480,127,223,0
481,127,241,0
482,127,290,0
483,127,312,0
484,128,134,0
485,128,162,0
486,128,175,0
487,128,205,0
488,128,211,0
489,128,221,0
490,128,239,0
491,128,288,0
492,128,299,0
493,129,120,0
494,129,138,0
495,129,164,0
496,129,176,0
497,129,203,0
498,129,223,0
499,129,239,0
500,129,295,0
501,129,311,0
502,130,134,0
503,130,166,0
504,130,175,0
505,130,182,0
506,130,194,0
507,130,217,0
508,130,228,0
509,130,240,0
510,130,298,0
511,130,315,0
512,131,121,0
513,131,140,0
514,131,177,0
515,131,190,0
516,131,205,0
517,131,210,0
518,131,220,0
519,131,234,0
520,131,288,0
521,131,308,0
522,132,130,0
523,132,176,0
524,132,190,0
525,132,215,0
526,132,230,0
527,132,243,0
528,132,304,0
529,132,317,0
530,133,167,0
531,133,187,0
532,133,192,0
533,133,213,0
534,133,226,0
535,133,238,0
536,133,244,0
537,133,310,0
538,134,118,0
539,134,141,0
540,134,171,0
541,134,195,0
542,134,206,0
543,134,217,0
544,134,228,0
545,134,292,0
546,134,318,0
547,135,139,0
548,135,198,0
549,135,212,0
550,135,223,0
551,135,238,0
552,135,295,0
553,135,319,0
554,136,120,0
555,136,177,0
556,136,200,0
557,136,219,0
558,136,233,0
559,136,245,0
560,136,292,0
561,136,317,0
562,137,167,0
563,137,193,0
564,137,214,0
565,137,233,0
566,137,265,0
567,137,274,0
568,137,322,0
569,138,174,0
570,138,203,0
571,138,221,0
572,138,241,0
573,138,276,0
574,138,320,0
575,139,165,0
576,139,183,0
577,139,189,0
578,139,215,0
579,139,235,0
580,139,270,0
581,139,304,0
582,140,167,0
583,140,186,0
584,140,219,0
585,140,234,0
586,140,244,0
587,140,274,0
588,140,324,0
589,141,170,0
590,141,176,0
591,141,185,0
592,141,215,0
593,141,232,0
594,141,263,0
595,141,280,0
596,141,325,0
597,142,174,0
598,142,190,0
599,142,214,0
600,142,227,0
601,142,261,0
602,142,277,0
603,143,119,0
604,143,189,0
605,143,204,0
606,143,219,0
607,143,246,0
608,143,271,0
609,143,278,0
610,143,324,0
611,144,169,0
612,144,187,0
613,144,213,0
614,144,228,0
615,144,261,0
616,144,278,0
617,145,119,0
618,145,189,0
619,145,205,0
620,145,221,0
621,145,237,0
622,145,252,0
623,145,302,0
624,146,171,0
625,146,184,0
626,146,201,0
627,146,212,0
628,146,225,0
629,146,239,0
630,146,275,0
631,147,119,0
632,147,194,0
633,147,210,0
634,147,233,0
635,147,248,0
636,147,266,0
637,147,328,0
638,148,184,0
639,148,194,0
640,148,214,0
641,148,225,0
642,148,249,0
643,148,276,0
644,148,325,0
645,149,174,0
646,149,189,0
647,149,204,0
648,149,213,0
649,149,222,0
650,149,250,0
651,149,261,0
652,149,302,0
653,150,118,0
654,150,179,0
655,150,190,0
656,150,206,0
657,150,234,0
658,150,255,0
659,150,274,0
660,150,323,0
661,151,182,0
662,151,195,0
663,151,207,0
664,151,212,0
665,151,217,0
666,151,228,0
667,151,255,0
668,151,272,0
669,151,300,0
670,151,325,0
671,152,120,0
672,152,182,0
673,152,191,0
674,152,225,0
675,152,234,0
676,152,247,0
677,152,257,0
678,152,275,0
679,152,303,0
680,152,325,0
681,153,185,0
682,153,197,0
683,153,225,0
684,153,248,0
685,153,258,0
686,153,274,0
687,153,307,0
688,154,122,0
689,154,192,0
690,154,224,0
691,154,236,0
692,154,252,0
693,154,269,0
694,154,281,0
695,154,308,0
696,155,120,0
697,155,188,0
698,155,198,0
699,155,219,0
700,155,228,0
701,155,244,0
702,155,262,0
703,155,281,0
704,155,322,0
705,156,122,0
706,156,202,0
707,156,211,0
708,156,216,0
709,156,227,0
710,156,237,0
711,156,263,0
712,156,273,0
713,156,305,0
714,157,120,0
715,157,187,0
716,157,204,0
717,157,215,0
718,157,227,0
719,157,244,0
720,157,264,0
721,157,280,0
722,158,115,0
723,158,176,0
724,158,181,0
725,158,207,0
726,158,236,0
727,158,255,0
728,158,273,0
729,158,301,0
730,158,320,0
731,159,182,0
732,159,187,0
733,159,213,0
734,159,228,0
735,159,235,0
736,159,250,0
737,159,270,0
738,159,280,0
739,159,320,0
740,160,188,0
741,160,202,0
742,160,213,0
743,160,223,0
744,160,250,0
745,160,271,0
746,160,301,0
747,160,316,0
748,161,121,0
749,161,191,0
750,161,210,0
751,161,223,0
752,161,237,0
753,161,258,0
754,161,275,0
755,161,307,0
756,162,122,0
757,162,209,0
758,162,231,0
759,162,253,0
760,162,307,0
761,163,117,0
762,163,122,0
763,163,198,0
764,163,215,0
765,163,228,0
766,163,247,0
767,163,260,0
768,163,316,0
769,164,203,0
770,164,212,0
771,164,246,0
772,164,256,0
773,164,306,0
774,164,315,0
775,165,201,0
776,165,233,0
777,165,248,0
778,165,258,0
779,165,312,0
780,166,202,0
781,166,222,0
782,166,236,0
783,166,248,0
784,166,312,0
785,167,125,0
786,167,209,0
787,167,236,0
788,167,259,0
789,167,308,0
790,168,207,0
791,168,223,0
792,168,243,0
793,169,122,0
794,169,209,0
795,169,227,0
796,169,244,0
797,169,260,0
798,169,310,0
799,170,125,0
800,170,222,0
801,170,231,0
802,170,247,0
803,170,304,0
804,171,118,0
805,171,207,0
806,171,221,0
807,171,230,0
808,171,248,0
809,171,305,0
810,172,206,0
811,172,231,0
812,172,247,0
813,172,305,0
814,172,310,0
815,173,117,0
816,173,215,0
817,173,257,0
818,173,264,0
819,174,122,0
820,174,212,0
821,174,230,0
822,174,246,0
823,174,309,0
824,175,119,0
825,175,218,0
826,175,234,0
827,175,262,0
828,175,315,0
829,176,124,0
830,176,204,0
831,176,209,0
832,176,215,0
833,176,224,0
834,176,232,0
835,176,247,0
836,176,302,0
837,176,308,0
838,177,195,0
839,177,200,0
840,177,233,0
841,177,252,0
842,177,302,0
843,178,122,0
844,178,188,0
845,178,207,0
846,178,212,0
847,178,220,0
848,178,238,0
849,178,260,0
850,178,306,0
851,179,128,0
852,179,185,0
853,179,195,0
854,179,215,0
855,179,225,0
856,179,252,0
857,179,300,0
858,179,311,0
859,180,124,0
860,180,187,0
861,180,212,0
862,180,227,0
863,180,249,0
864,180,300,0
865,180,319,0
866,180,324,0
867,181,179,0
868,181,222,0
869,181,230,0
870,181,253,0
871,181,304,0
872,181,310,0
873,181,315,0
874,181,333,0
875,182,139,0
876,182,209,0
877,182,216,0
878,182,221,0
879,182,232,0
880,182,319,0
881,182,324,0
882,182,334,0
883,183,125,0
884,183,130,0
885,183,173,0
886,183,185,0
887,183,218,0
888,183,226,0
889,183,303,0
890,183,332,0
891,184,130,0
892,184,172,0
893,184,182,0
894,184,205,0
895,184,212,0
896,184,222,0
897,184,251,0
898,184,337,0
899,185,126,0
900,185,166,0
901,185,177,0
902,185,188,0
903,185,210,0
904,185,225,0
905,185,306,0
906,186,125,0
907,186,176,0
908,186,182,0
909,186,202,0
910,186,216,0
911,186,306,0
912,186,349,0
913,187,164,0
914,187,175,0
915,187,187,0
916,187,204,0
917,187,217,0
918,187,244,0
919,187,251,0
920,187,344,0
921,188,126,0
922,188,132,0
923,188,174,0
924,188,197,0
925,188,208,0
926,188,224,0
927,188,248,0
928,188,304,0
929,188,348,0
930,189,170,0
931,189,186,0
932,189,199,0
933,189,211,0
934,189,218,0
935,189,239,0
936,189,249,0
937,189,348,0
938,189,355,0
939,190,172,0
940,190,199,0
941,190,217,0
942,190,234,0
943,190,243,0
944,190,254,0
945,190,301,0
946,190,357,0
947,191,134,0
948,191,193,0
949,191,205,0
950,191,220,0
951,191,250,0
952,191,263,0
953,191,296,0
954,191,355,0
955,192,125,0
956,192,136,0
957,192,189,0
958,192,201,0
959,192,215,0
960,192,233,0
961,192,251,0
962,192,268,0
963,192,356,0
964,193,124,0
965,193,137,0
966,193,196,0
967,193,215,0
968,193,236,0
969,193,257,0
970,193,307,0
971,193,362,0
972,194,136,0
973,194,213,0
974,194,231,0
975,194,239,0
976,194,259,0
977,194,297,0
978,194,310,0
979,194,363,0
980,195,124,0
981,195,129,0
982,195,190,0
983,195,211,0
984,195,228,0
985,195,239,0
986,195,264,0
987,195,305,0
988,195,361,0
989,196,136,0
990,196,199,0
991,196,213,0
992,196,226,0
993,196,258,0
994,196,268,0
995,196,300,0
996,196,315,0
997,196,365,0
998,197,136,0
999,197,204,0
1000,197,210,0
1001,197,221,0
1002,197,230,0
1003,197,240,0
1004,197,259,0
1005,197,295,0
1006,197,311,0
1007,197,363,0
1008,198,124,0
1009,198,129,0
1010,198,134,0
1011,198,202,0
1012,198,220,0
1013,198,236,0
1014,198,256,0
1015,198,292,0
1016,198,314,0
1017,199,123,0
1018,199,204,0
1019,199,228,0
1020,199,248,0
1021,199,259,0
1022,199,304,0
1023,200,123,0
1024,200,184,0
1025,200,237,0
1026,200,247,0
1027,200,264,0
1028,200,300,0
1029,200,323,0
1030,201,136,0
1031,201,226,0
1032,201,245,0
1033,201,290,0
1034,201,306,0
1035,202,126,0
1036,202,131,0
1037,202,186,0
1038,202,238,0
1039,202,263,0
1040,202,299,0
1041,202,322,0
1042,203,137,0
1043,203,225,0
1044,203,292,0
1045,203,305,0
1046,203,329,0
1047,204,130,0
1048,204,135,0
1049,204,224,0
1050,204,296,0
1051,204,305,0
1052,204,326,0
1053,205,130,0
1054,205,260,0
1055,205,294,0
1056,205,309,0
1057,205,332,0
1058,206,131,0
1059,206,225,0
1060,206,291,0
1061,206,304,0
1062,206,328,0
1063,207,126,0
1064,207,293,0
1065,207,298,0
1066,207,311,0
1067,207,335,0
1068,208,124,0
1069,208,227,0
1070,208,288,0
1071,208,306,0
1072,208,332,0
1073,209,121,0
1074,209,130,0
1075,209,284,0
1076,209,300,0
1077,209,326,0
1078,210,124,0
1079,210,290,0
1080,210,302,0
1081,210,328,0
1082,211,122,0
1083,211,226,0
1084,211,294,0
1085,211,313,0
1086,211,339,0
1087,212,125,0
1088,212,285,0
1089,212,292,0
1090,212,303,0
1091,212,327,0
1092,213,118,0
1093,213,226,0
1094,213,289,0
1095,213,309,0
1096,213,338,0
1097,214,116,0
1098,214,278,0
1099,214,290,0
1100,214,315,0
1101,214,342,0
1102,215,124,0
1103,215,130,0
1104,215,306,0
1105,215,329,0
1106,216,114,0
1107,216,124,0
1108,216,287,0
1109,216,341,0
1110,217,129,0
1111,217,226,0
1112,217,285,0
1113,217,313,0
1114,217,348,0
1115,218,127,0
1116,218,274,0
1117,218,281,0
1118,218,308,0
1119,218,343,0
1120,219,122,0
1121,219,282,0
1122,219,290,0
1123,219,315,0
1124,220,108,0
1125,220,121,0
1126,220,276,0
1127,220,310,0
1128,220,344,0
1129,221,113,0
1130,221,125,0
1131,221,271,0
1132,221,276,0
1133,221,311,0
1134,222,109,0
1135,222,120,0
1136,222,287,0
1137,222,314,0
1138,223,111,0
1139,223,121,0
1140,223,126,0
1141,223,272,0
1142,223,293,0
1143,223,321,0
1144,224,111,0
1145,224,270,0
1146,224,289,0
1147,224,313,0
1148,225,272,0
1149,225,279,0
1150,225,314,0
1151,225,323,0
1152,226,116,0
1153,226,264,0
1154,226,290,0
1155,226,323,0
1156,227,108,0
1157,227,260,0
1158,227,268,0
1159,227,278,0
1160,227,317,0
1161,228,100,0
1162,228,113,0
1163,228,121,0
1164,228,274,0
1165,228,294,0
1166,229,103,0
1167,229,119,0
1168,229,270,0
1169,229,322,0
1170,230,102,0
1171,230,258,0
1172,230,270,0
1173,230,319,0
1174,231,97,0
1175,231,261,0
1176,231,294,0
1177,232,98,0
1178,232,104,0
1179,232,109,0
1180,232,114,0
1181,232,265,0
1182,232,324,0
1183,233,105,0
1184,233,258,0
1185,233,294,0
1186,234,96,0
1187,234,261,0
1188,234,293,0
1189,234,326,0
1190,235,117,0
1191,235,319,0
1192,236,103,0
1193,236,109,0
1194,236,117,0
1195,236,260,0
1196,236,266,0
1197,236,321,0
1198,237,115,0
1199,237,271,0
1200,237,295,0
1201,237,327,0
1202,238,106,0
1203,238,112,0
1204,238,270,0
1205,239,96,0
1206,239,105,0
1207,239,261,0
1208,240,101,0
1209,240,262,0
1210,240,274,0
1211,241,104,0
1212,241,111,0
1213,241,265,0
1214,241,294,0
1215,242,100,0
1216,242,268,0
1217,242,273,0
1218,242,281,0
1219,243,99,0
1220,243,281,0
1221,244,268,0
1222,244,273,0
1223,244,280,0
1224,245,98,0
1225,245,105,0
1226,245,278,0
1227,246,265,0
1228,246,293,0
1229,247,101,0
1230,247,106,0
1231,247,319,0
1232,248,291,0
1233,249,102,0
1234,249,320,0
1235,250,270,0
1236,250,275,0
1237,250,291,0
1238,251,99,0
1239,251,106,0
1240,251,292,0
1241,252,267,0
1242,252,274,0
1243,252,281,0
1244,252,317,0
1245,253,272,0
1246,253,283,0
1247,253,319,0
1248,254,101,0
1249,254,272,0
1250,255,96,0
1251,255,268,0
1252,255,273,0
1253,255,280,0
1254,256,93,0
1255,256,279,0
1256,257,96,0
1257,257,101,0
1258,257,272,0
1259,257,280,0
1260,258,95,0
1261,259,87,0
1262,259,97,0
1263,259,270,0
1264,259,278,0
1265,260,87,0
1266,260,100,0
1267,260,276,0
1268,261,92,0
1269,261,279,0
1270,262,95,0
1271,262,100,0
1272,262,281,0
1273,263,93,0
1274,263,282,0
1275,264,91,0
1276,264,273,0
1277,265,84,0
1278,265,96,0
1279,265,271,0
1280,266,90,0
1281,266,104,0
1282,266,279,0
1283,267,82,0
1284,267,106,0
1285,267,113,0
1286,267,281,0
1287,268,87,0
1288,268,92,0
1289,268,272,0
1290,268,281,0
1291,269,80,0
1292,269,99,0
1293,269,107,0
1294,269,282,0
1295,270,104,0
1296,270,124,0
1297,270,129,0
1298,270,279,0
1299,271,80,0
1300,271,90,0
1301,271,100,0
1302,271,116,0
1303,271,122,0
1304,271,282,0
1305,272,84,0
1306,272,102,0
1307,272,128,0
1308,272,286,0
1309,273,95,0
1310,273,112,0
1311,273,128,0
1312,273,135,0
1313,273,280,0
1314,274,77,0
1315,274,82,0
1316,274,95,0
1317,274,102,0
1318,274,107,0
1319,274,130,0
1320,274,286,0
1321,275,97,0
1322,275,109,0
1323,275,131,0
1324,275,279,0
1325,276,69,0
1326,276,85,0
1327,276,102,0
1328,276,110,0
1329,276,126,0
1330,276,138,0
1331,276,279,0
1332,277,73,0
1333,277,94,0
1334,277,110,0
1335,277,122,0
1336,277,128,0
1337,277,284,0
1338,277,289,0
1339,278,75,0
1340,278,84,0
1341,278,99,0
1342,278,118,0
1343,278,128,0
1344,278,137,0
1345,278,292,0
1346,279,83,0
1347,279,107,0
1348,279,121,0
1349,279,140,0
1350,279,281,0
1351,280,72,0
1352,280,102,0
1353,280,118,0
1354,280,129,0
1355,280,140,0
1356,280,279,0
1357,280,289,0
1358,281,72,0
1359,281,101,0
1360,281,109,0
1361,281,126,0
1362,281,134,0
1363,281,279,0
1364,282,68,0
1365,282,103,0
1366,282,121,0
1367,282,136,0
1368,282,288,0
1369,283,78,0
1370,283,92,0
1371,283,101,0
1372,283,115,0
1373,283,136,0
1374,283,286,0
1375,283,394,0
1376,284,77,0
1377,284,105,0
1378,284,115,0
1379,284,129,0
1380,284,301,0
1381,284,397,0
1382,285,86,0
1383,285,106,0
1384,285,121,0
1385,285,287,0
1386,285,299,0
1387,285,305,0
1388,285,312,0
1389,285,318,0
1390,285,399,0
1391,286,69,0
1392,286,88,0
1393,286,118,0
1394,286,127,0
1395,286,282,0
1396,286,292,0
1397,286,315,0
1398,287,69,0
1399,287,114,0
1400,287,286,0
1401,287,316,0
1402,287,324,0
1403,287,403,0
1404,288,109,0
1405,288,122,0
1406,288,324,0
1407,289,60,0
1408,289,66,0
1409,289,124,0
1410,289,320,0
1411,289,399,0
1412,290,69,0
1413,290,284,0
1414,290,294,0
1415,290,301,0
1416,291,59,0
1417,291,72,0
1418,291,126,0
1419,291,215,0
1420,291,292,0
1421,292,61,0
1422,292,76,0
1423,292,214,0
1424,292,301,0
1425,293,63,0
1426,293,122,0
1427,293,127,0
1428,293,217,0
1429,293,286,0
1430,293,291,0
1431,293,404,0
1432,294,59,0
1433,294,68,0
1434,294,145,0
1435,294,210,0
1436,294,293,0
1437,294,402,0
1438,295,25,0
1439,295,54,0
1440,295,115,0
1441,295,124,0
1442,295,193,0
1443,295,207,0
1444,295,219,0
1445,295,296,0
1446,295,399,0
1447,296,15,0
1448,296,30,0
1449,296,39,0
1450,296,44,0
1451,296,61,0
1452,296,113,0
1453,296,127,0
1454,296,136,0
1455,296,190,0
1456,296,208,0
1457,296,285,0
1458,296,292,0
1459,296,399,0
1460,297,19,0
1461,297,32,0
1462,297,48,0
1463,297,56,0
1464,297,66,0
1465,297,125,0
1466,297,144,0
1467,297,189,0
1468,297,211,0
1469,297,291,0
1470,297,403,0
1471,297,408,0
1472,298,59,0
1473,298,118,0
1474,298,131,0
1475,298,142,0
1476,298,191,0
1477,298,201,0
1478,298,213,0
1479,298,289,0
1480,298,400,0
1481,299,45,0
1482,299,65,0
1483,299,126,0
1484,299,148,0
1485,299,192,0
1486,299,205,0
1487,299,216,0
1488,299,289,0
1489,299,392,0
1490,299,398,0
1491,300,43,0
1492,300,110,0
1493,300,132,0
1494,300,153,0
1495,300,295,0
1496,301,11,0
1497,301,112,0
1498,301,131,0
1499,301,143,0
1500,301,207,0
1501,301,289,0
1502,301,298,0
1503,302,46,0
1504,302,59,0
1505,302,110,0
1506,302,125,0
1507,302,134,0
1508,302,154,0
1509,302,216,0
1510,303,13,0
1511,303,58,0
1512,303,134,0
1513,303,149,0
1514,303,213,0
1515,303,294,0
1516,304,53,0
1517,304,60,0
1518,304,113,0
1519,304,135,0
1520,304,154,0
1521,304,296,0
1522,305,112,0
1523,305,128,0
1524,305,142,0
1525,305,216,0
1526,305,294,0
1527,306,52,0
1528,306,109,0
1529,306,123,0
1530,306,136,0
1531,306,152,0
1532,306,216,0
1533,306,299,0
1534,306,373,0
1535,306,378,0
1536,306,383,0
1537,306,388,0
1538,306,393,0
1539,306,398,0
1540,306,403,0
1541,307,54,0
1542,307,62,0
1543,307,119,0
1544,307,127,0
1545,307,134,0
1546,307,145,0
1547,307,213,0
1548,307,343,0
1549,307,348,0
1550,307,353,0
1551,307,358,0
1552,307,363,0
1553,307,368,0
1554,308,59,0
1555,308,120,0
1556,308,129,0
1557,308,146,0
1558,308,291,0
1559,308,303,0
1560,308,308,0
1561,308,313,0
1562,308,318,0
1563,308,323,0
1564,308,328,0
1565,308,333,0
1566,308,338,0
1567,309,49,0
1568,309,115,0
1569,309,128,0
1570,309,144,0
1571,309,292,0
1572,310,53,0
1573,310,71,0
1574,310,129,0
1575,310,149,0
1576,310,297,0
1577,311,59,0
1578,311,124,0
1579,311,131,0
1580,311,220,0
1581,312,48,0
1582,312,59,0
1583,312,123,0
1584,312,144,0
1585,312,221,0
1586,312,298,0
1587,313,48,0
1588,313,59,0
1589,313,125,0
1590,313,147,0
1591,313,293,0
1592,313,301,0
1593,314,10,0
1594,314,50,0
1595,314,61,0
1596,314,120,0
1597,314,146,0
1598,314,276,0
1599,314,324,0
1600,314,386,0
1601,314,391,0
1602,315,9,0
1603,315,18,0
1604,315,56,0
1605,315,273,0
1606,315,297,0
1607,315,302,0
1608,315,319,0
1609,315,328,0
1610,315,346,0
1611,315,351,0
1612,315,356,0
1613,315,365,0
1614,315,374,0
1615,315,382,0
1616,316,0,0
1617,316,20,0
1618,316,35,0
1619,316,51,0
1620,316,66,0
1621,316,119,0
1622,316,275,0
1623,316,305,0
1624,316,312,0
1625,316,339,0
1626,316,349,0
1627,316,371,0
1628,316,392,0
1629,317,21,0
1630,317,37,0
1631,317,55,0
1632,317,61,0
1633,317,71,0
1634,317,118,0
1635,317,291,0
1636,317,298,0
1637,317,313,0
1638,317,337,0
1639,317,354,0
1640,317,378,0
1641,317,390,0
1642,318,17,0
1643,318,28,0
1644,318,42,0
1645,318,52,0
1646,318,66,0
1647,318,74,0
1648,318,218,0
1649,318,291,0
1650,318,303,0
1651,318,317,0
1652,318,324,0
1653,318,338,0
1654,318,354,0
1655,318,365,0
1656,318,377,0
1657,318,388,0
1658,318,402,0
1659,319,1,0
1660,319,30,0
1661,319,36,0
1662,319,51,0
1663,319,62,0
1664,319,84,0
